linguisticProcessor,esquisse.certification,purrr,shiny,MixGHD,semTools,indicspecies,rgl,SurveyToolbox,ai,directlabels,partykit,deSolve,ks,latticeExtra,cyt,formattable,data,causaleffect,xgboost,,tidyr,reshape,cluster,lintr,bdsmatrix,highcharter,tmap,palmerpenguins,plyr,RColorBrewer,readr,ltm,extras,smacof,ggplot2,sqldf,pingr,ggplot2,leafem,ape,tune,clustertR,GLM,fnn,flextable,sevis,multtest,mlr3,xltabr,deal,psychTools,cowplot,gt,effects,RcppArmadillo,LearnBayes,sandwich,base
WordCluster,esquisse.coursework,dplyr,LDAvis,tclust,OpenMx,vegan,facetgrid,spdep,wineR,formattable,h2o,fitdistrplus,relevent,plotrix,cytoscape,reactable,tree,rdiff,tensorflow,,lubridate,multilevel,stats,styler,numDeriv,vioplot,coorddesc,factoextra,ggrepel,tree,Rcpp,nortest,ggridges,ggtitle,rgl,diagram,topicmodels,caret,mapdeck,phytools,yardstick,colormap,ggplot2,latentnet,forcats,gganimate,ggbeeswarm,caretEnsemble,jtools,Rgraphviz,qgraph,ggforce,gtable,lm,RcppEigen,ISLR,lmtest,utils
textNetwork,esquisse.modular,vroom,ggplot2,vegan,TAM,ggvegan,textplot,psychTestR,tm,formattable,caret,data,MASS,circlize,datadr,gt,tidygraph,causalModel,keras,,stringr,nlme,QRM,devtools,testthat,xts,rcom,ggmosaic,highcharter,leaflet,Rtsne,rgl,leafletCN,latticeExtra,tsibble,network,lme4,scikit-learn,deckgl,nlme,infer,bigstatsr,ggfortify,bigstatsr,spatstat,corrplot,vegan,SuperLearner,gstat,pcalg,DiagrammeR,gridExtra,flextable,beta,reticulate,AppliedPredictiveModeling,zooAUC,methods
LanguagePredictor,esquisse.assessment,lfe,superml,ade4,mirt,corpcor,tarchetypes,fitdistrplus,jtools,recommenderlab,data,tree,backbone,ggforce,datadrivencv,flextable,tabular,rtracklayer,tfdatasets,,forcats,mclust,OpenMx,remotes,lgr,testthat,hexbin,xtable,highr,shinyjs,statmod,WDI,shinymaterial,enigma,lme4,heatmap,plyr,tsibble,cplot,lme4,rsample,blockcluster,CausalImpact,bootMer,mass,tm.plugin.vectors,sklearn,glmnetUtils,latticeExtra,kpcalg,circlize,vcd,officer,interactions,pythonInR,caret,epiR,rlang
SentimentTools,esquisse.troubleshooting,mice,ggvis,adehabitat,psychonetrics,matrixStats,cvms,DTEdit,tm,shiny,table,hdd,pwr,gganimate,datafix,kableExtra,reactable,ipw,kerasR,,purrr,psychometric,panelr,usethis,simex,shinyjs,propr,conflicted,rbio,spdep,survival,keyring,bioDist,proftools,igraph,tidyr,dplyr,summarytools,calibrate,brms,distributions,edgeR,pmdarima,kknn,rcosmo,rpart,mixOmics,elasticnet,ape,gRbase,ComplexHeatmap,vcdExtra,magrittr,sjPlot,keras,models,mboost,magrittr
corporaEnhancer,esquisse.templates,Amelia,timma,biodiversityR,plyr,ggthemes,docstring,shinymaterial,grid,fluent,brms,naivebayes,optparse,ggsci,datamaid,tabulizer,gridExtra,plm,rpy2,,shiny,gmodels,nortest,roxygen2,tensorA,survey,rcart,markdown,C50,rgl,glmnet,stargazer,plotly,plotlygraph,gsubfn,htmlwidgets,reshape2,rcpp,colorspace,rstanarm,fitdistrplus,DESeq2,e1071,caret,phillip,boot,ggpubr,pls,scatterplot3d,RBGL,heatmaply,latticeExtra,gmodels,ggeffects,tensorflow,klaR,gbm,stringi
textMetrics,esquisse.guide,mi,xpose,BAT,reshape2,gridExtra,classifier,caretEnsemble,tree,shinydashboard,rcompanion,tcltk,foreach,ggstatsplot,DataScience,webshot,DT,lmtest,keras,,caret,vcd,rga,testthat,dplyr,separation,r2d3,rmarkdown,tf,mgcv,mlr3,signmus,ggpval,prettyR,plotly,Hmisc,ggvis,spdep,dichromat,bayesm,actuar,limma,rstudioapi,lmt,xgboost,survminer,SNR,spls,rgl,fda,pheatmap,corrplot,gtools,texreg,torch,FNN,lightgbm,glue
LanguageCompare,esquisse.dummy,missForest,shinytest,betapart,purrr,RColorBrewer,textutils,ModelMetrics,caret,shinymaterial,ordinal,pd,kernlab,ggpmisc,datavis,gganimate,tableone,lme4,xpose,,randomForest,vegan,kableExtra,shinytest,cluster,hglm,ade4,bs4Dash,boot,ggmap,pROC,pbd,gridExtra,sundial,mice,ggstance,ggcorrplot,ggplot2helpers,colourpicker,mclust,truncnorm,vst,remotes,mboost,Rtsne,e1071,NLP,glmulti,tictoc,funData,seriation,GGally,geepack,coefplot,mxnet,class,catboost,clipr
syntaxParser,esquisse.usage,VIM,missForest,phyloseq,furrr,ggplot2,openNLP,rmcfs,MixSim,jtools,rpanel,treemap,lognorm,ggfittext,dbarts,transformr,d3tree,cbps,knitr,,rpart,resemble,lubridate,shinyjs,genlasso,np,factoextra,metafor,pls,sp,svm,ggalt,d3heatmap,Hmisc,geosphere,plyr,R2PML,gdata,farver,randomForest,VGAM,edgeR,longitudinal,mlogit,spdep,lattice,DataCombine,leaps,roxygen2,refund,dendextend,PerformanceAnalytics,robustbase,coefTest,onnx,e1071,keras,here
semanticNetwork,esquisse.exploration,rpart,blavaan,microbiome,magrittr,igraph,bayesvar,opencpu,geopackage,rtweet,here,mclust,mixOmics,treemapify,dbmss,gifski,DiagrammeR,network,Rserve,,e1071,ggbio,aTSA,shinydashboard,sjPlot,AER,varhandle,AICcmodavg,tseries,BART,cvms,effsize,ggplot2,ggpubrTools,jsonlite,ggstatsplot,hyperSpec,sf,munsell,xgboost,mlogit,singlecell,rsq,posterior,quantmod,carettA,wordcloud,Boruta,carData,FDboost,ggdendro,hexbin,pwr,lava,caffeR,Rcmdr,tensorflow,withr
corpusManager,esquisse.improvement,party,lfe,SpiecEasi,pipeR,treemap,kableExtra,rv,permute,tibble,lme4,shinytest,secrets,sf,dcg,animation,shinyjs,causality,randomForestSRC,,xgboost,BiocManager,hvplot,shinymaterial,psychometric,hdm,pscl,depmixS4,Diagrams,lme4,text2vec,survival,circle,cocoR,tidylog,ggvis,rstudioapi,zoo,colorSpec,glmnet,clogit,Biobase,timekit,pglm,plm,mixOmics,sparseMatrixStats,FSelector,vars,fANCOVA,vcd,superheat,effectsize,coefplots,xgboost,Gifi,torch,remotes
TidyTextData,esquisse.bestpractice,C50,ordinal,metagenomeSeq,foreach,ggcorrplot,knitcitations,shiny,ggplot2,xtable,funModeling,ggpubr,optimBase,sp,DCluster,rayshader,shinymaterial,synth,rstudioapi,,gbm,stringdist,dbscan,shinymod,propr,smatr,lavaan,directlabels,survivalAnalysis,reldist,fieldr,itsmr,spatialEco,semPlot,ggfittext,ggbiplot,rstan,knitr,colourlovers,caret,survivalmodels,biomaRt,heatmaply,BMA,quantmod,FactoMineR,cmprsk,subselect,tidybayes,statFDA,vcdExtra,heatmaply,ggmcmc,corrplot,lightgbm,ade4,tfdatasets,devtools
linguisticSim,esquisse.systematic,glmnet,colorspace,DESeq2,doParallel,ggraph,tables,semantic,neuralnet,leaflet,vcdExtra,forecast,DCL,rgdal,decisionSupport,rayrender,gtools,geepack,extrafont,,H2O,rJava,gstat,shinytest,coda,lqmm,survey,gtools,survminer,netstat,sensitivity,vcdExtra,covr,ggplots2,DT,networkD3,EFAtools,vctrs,viridisLite,e1071,dynatopmodel,ggbiplot,smooth,cfbs,rmarkdown,ggmosaic,grf,varSelRF,texreg,MFPCA,gplots,plotly,simr,Hmisc,catboost,vegan,limeRFE,roxygen2
wordPredictor,esquisse.comparative,cvms,matrixStats,edgeR,parallelMap,gplots,datasim,slm,preprocessCore,plotrix,latticeExtra,redist,simpleboot,rgeos,deducorrect,threejs,R6,dynamite,farver,,xergm,QCA,BART,shiny,data,mboost,FactoMineR,randomForest,scatterplot3d,dplyr,gdata,lattice,ggseg3d,GAPIT,scales,text2vec,bdsmatrix,htmlwidgets,RColorBrewer,kernlab,gstat,gridExtra,httr,ezcox,doParallel,flexdashboard,spatialEco,vip,dismo,depthTools,RColorBrewer,shiny,bootES,PerformanceAnalytics,mltools,FactoMineR,FeatureHashing,testthat
tokenAnalyzer,esquisse.manual,tuneR,boot,limma,future,lattice,binomR,ntsyspc,Rtsne,visNetwork,caTools,clusterSim,sparsevar,raster,deSolve,rgl,testthat,robustbase,tsibble,,tm,ggridges,glmnet,semantic,table,clusterSim,Rtsne,caret,ggplot2,data,plyr,ggrepel,convey,ggcolor,leaflet,rattle,nlme,roxygen2,palettetown,ROCR,hydroGOF,ggplot2,xtable,lognormal,hyperparameters,ggbiplot,betareg,caret,ranger,TDA,viridis,flexdashboard,mbmdr,GGally,SuperLearner,factoextra,text2vec,knitr
NLPToolkit,esquisse.official,soundecology,rpart,sva,Rcpp,spatstat,lme4,rTMS,hdrcde,wordcloud2,ggforce,MASS,mvtnorm,stars,Design,plot3D,naniar,xtable,shinytest,,textclean,rfig,party,shinyWidgets,msm,rwne,coda,ggplot2,plotrix,table,dplyr,spatial,ggmap,Rtsne,Rcpp,viridis,SensoMineR,shinytest,scico,pROC,hydromad,ggrepel,bit,xtable,cvms,shinytest,caTools,e1071,SuperLearner,tdaunif,wesanderson,Rmarkdown,EMAtools,corrgram,DALEX,corrgram,wordcloud,rmarkdown
syntaxProcessor,esquisse.comprehensive,seewave,tree,genefilter,inline,ncdf4,apcluster,matlib,caret,syuzhet,shinytest,lme4,nlme,leaflet,Descript,car,cvms,emmeans,bigr,,quanteda,shinytest,tune,shinyloadtest,pROC,robustbase,lsmeans,Rtsne,reshape2,bnlearn,purrr,condSURV,viridis,XLConnect,ggfortify,tidyverse,mice,openxlsx,ggsci,CVXR,DEoptim,d3heatmap,pgirmess,testit,kknn,rms,robustbase,kernlab,simmer,ripserr,scales,knitr,sandwich,ggcorrplot,lime,ggcorrplot,tm,bookdown
TidyCorpus,esquisse.scholarly,pavo,diffobj,BioMart,RcppArmadillo,rgl,lexicoder,pROC,rpart,senser,multidplyr,Hmisc,proxy,mapview,devtools,MASS,vioplot,pscl,rstudioapi,,text2vec,shiny,timekit,shinyjs,princurve,subprocess,pmml,coda,vcd,nodeep,tibble,tseries,ellipse,mosaic,shinytest,ggplot2,nlme,ggfortify,r4ds,Rglpk,GA,pheatmap,predictmeans,treeDepth,predictmeans,ggforce,BayesianTools,klaR,remotes,phom,scatterplot3d,DT,lsmeans,pheatmap,iml,GGally,quanteda,blogdown
TextMap,esquisse.historic,fftw,memoise,biomaRt,RcppEigen,leaflet,sparseNB,radiator,snow,matlib,metrics,scales,dqrng,tmap,df2d,stats,plotly,flexsurv,forestplot,,syuzhet,semantic,timeseries,shinyalert,GGally,forecast,devtools,ggExtra,reshape,semTools,furrr,reshape,ggridges,flexdash,shinyjs,ggalluvial,monitoR,testthat,palr,lpSolve,optimx,ggraph,tigerstats,bayesplot,gplots,cowplot,caret,nnet,pacman,orchid,carData,htmlwidgets,emmeans,ComplexHeatmap,SHAPforxgboost,dendextend,tidytext,xaringan
semanticAnalysisTools,esquisse.crosscheck,signal,plyr,GO.db,BH,shinydashboard,tidytextdata,posterior,Matrix,rcmdr,ggalt,psyc,boot,ggmap,dfexplorer,base,VennDiagram,matchR,dplyr,,wordcloud,argonR,palmerpenguins,DT,ape,rigs,testthat,mltools,rticulate,mclust,rsample,flextable,SOMbrero,plotstack,shinyapps,jtools,topicmodels,bs4Dash,colorRamps,ROI,Rsolnp,rpart.plot,Coxed,deseq2,textTinyR,ggdendro,stats,neuralnet,ggdendro,graphstats,boot,rmarkdown,bayesFactor,heatmaply,iBreakDown,ggdendro,textmineR,tufte
textPatterns,esquisse.journalistic,smoother,slam,org.Hs.eg.db,StanHeaders,shinydashboardPlus,Matrix,seewave,caret,rlang,shinyvalidate,xts,LatticeKrig,maps,diagmeta,utils,htmlwidgets,Rcpp,broom,,tidytext,spatstat,rdataset,plotly,sigr,PBSmodelling,Rcpp,vtable,igraphdata,Tidyverse,hrbrthemes,dplyr,superheat,abind,highcharter,shinycssloaders,lsa,mltools,ggrastr,ompr,ompr,skmeans,dynlm,infer,Matrix,rgl,survival,RSNNS,ISLR,ExploratoryDataAnalysis,bootnet,bookdown,hypothesisTests,dendextend,pdp,cluster,textTinyR,rticles
corporaHelper,esquisse.popular,stlplus,car,KEGGREST,RStan,plotly,Rcpp,seriation,bigstatsr,broom,googleVis,tmaptools,Rtsne,maptools,diar,datasets,rsvg,geepack,cutpointr,,igraph,tm,Matrix,shinytest,car,sjPlot,latticeExtra,igraph,topicmodels,rvest,textreg,clusterSim,NMF,ggnet,Rtsne,ggsurvplot,sentiment,gridExtra,ggraph,simfinapi,lpSolve,rpart,gtsummary,hmm.discnp,d3r,reshape,kknn,deepnet,qdap,PCAtools,mvtnorm,blogdown,mediationTest,iheatmapr,ICEbox,fpc,textnets,tinytex
TextPathways,esquisse.research,ecodist,readstata13,pathview,rjags,shinytest,hdd,ShinyTest,mhpy,factoextra,tsutils,nnls,maptools,mapdata,diffpriv,graphics,ggplot2,VennDiagram,lubridate,,ggraph,plugin,rtweet,golem,geepack,gmodels,mclust,ltm,multcomp,vctrs,tximport,tidyquant,ggplot2,Circlize,caret,tidyverse,stopwords,Rtsne,ggnetwork,FinCal,lpSolveAPI,convey,rgl,abind,AmesHousing,outliers,ggmap,DEoptim,fastDummies,FactoMineR,mvoutlier,xaringan,OpenMeta[Analyst],seriation,ggplot2,mclust,stm,flextable
semanticExplorer,esquisse.reference,multcomp,caretEnsemble,gage,OpenBUGS,shiny.semantic,multilevel,PMCMR,ModelMetrics,kableExtra,dplyr,geomorph,caret,geosphere,diffusion,methods,Rgraphviz,igraph,separation,,network,snowball,dataPreparation,shinyjs,gvlma,mclust,predict3d,miceadds,timeSeries,modeldata,textual,googlesheets4,factoextra,qgraph,ggcorrplot,ggsurv,rtweet,ggfortify,GGally,FinAna,Rglpk,splitstackshape,forecastHybrid,ggmcmc,Rglpk,dt,rgdal,RcppDE,cvms,adegenet,factanal,tinytex,ComprehensiveMetaAnalysis,mixOmics,plotly,NbClust,lda,officer
TidySemanticModels,esquisse.backup,survminer,directlabels,fgsea,BayesFactor,shinymaterial,diverstats,ellipse,FNN,ggbiplot,factoextra,graph,FitAR,geosphereTools,digicon,grid,bigstatsr,raster,flextable,,statnet,shinymaterial,statmod,shinymaterial,lmtest,nbinom,SurvReg,coefficientplot,plotly,ggplot2,tidytext,sparklines,tibble,shinytest,tibble,geosphere,tm,ggalt,ggbio,FinMetrics,pracma,repmis,coda,semTools,multcomp,RCurl,spatial,GA,shinyWidgets,BiodiversityR,mixOmics,leaflet,clinicaltrials,pls,lattice,clValid,topicmodels,xtable
WordSentiments,esquisse.multimedia,relapse,segmented,DOSE,coda,flexdashboard,qs,geomtextpath,gmodels,facetwrap,cluster,sna,mvnormtest,sfnetworks,dijkstra,lattice,feather,broom,caretEnsemble,,coda,expss,qlcMatrix,shinydashboard,surfstat,broom,ggraph,broom,car,glmmTMB,formattable,biomaRt,gridGraphics,shadi,tuneR,ggstack,plugin,ggvis,epigrass,rtimeseries,Matrix,nlme,glmmTMB,abnom,stringdist,xgboost,spdep,genalg,compareGroups,ape,ade4,extras,metamedian,caretEnsemble,latticeExtra,pvclust,BTM,tables
CorpusToolbox,esquisse.multifunctional,eventdata,psychotree,enrichplot,runjags,highcharter,segclust2d,panelr,heatmaply,ggridges,factoextra,tidymodels,ldsvd,spdep,dimEd,VGAM,arrow,gmodels,withr,,brms,tidygraph,betareg,d3heatmap,vcdExtra,mgcv,globaltest,estimatr,Hmisc,funModeling,googlesheets,Rtsne,geojsonio,deepnet,rms,ggplot2,audio,ggcorrplot,ggdendro,Quandl,MatrixModels,pmd,corrplot,manipulate,ape,rstan,car,evolutionary,psychometric,phytools,vegan,plotlyProxy,RSM,SuperLearner,corrplot,dendextend,stmCorrViz,huxtable
linguisticMapper,esquisse.allpurpose,doParallel,nnet,ReactomePA,nimble,leaflet.extras,lmr,geomorph,setRNG,textstat,Matrix,gsubfn,enlighten,spatstat,discSurv,msm,Rtsne,zoo,tibble,,rstan,ggforce,ggsignif,rmdformats,psychTools,pryr,genetics,ggplot2,logistf,ggvis,googledrive,aprean3,flightradar24,ggprism,reshape,heatmaply,knitr,class,ggtree,alphavantager,SparseM,aspace,pROC,gsubfn,tidytext,rml,lubridate,RcppArmadillo,texmex,picante,amap,dygraphs,CRAN,mlr,ggfortify,apcluster,LSAfun,kableExtra
TextSynonyms,esquisse.documentation,parallel,plm,clusterProfiler,bayesm,mapview,tmm,smoothScatter,caTools,emojifont,slam,maptools,DEoptimR,mgcv,discPower,zoo,summarizedExperiment,survival,dbplyr,,stan,broom,naniar,rmarkdown,sde,tcltk,cluster,dplyr,rmarkdown,rpart,gganimate,plotly,ggnetwork,gradientForest,tables,plotly,NLP,ggplot2helpers,ggvenn,Rblpapi,lme4,car,sqldf,TSA,mlbench,xts,quantmod,RcppEigen,rvest,phylocomr,rgl,highcharter,rsconnect,mlr3,ggstatsplot,clusterCrit,RTextTools,formattable
corpusToolsR,esquisse.extensions.compat,foreach,broom,msigdbr,MCMCpack,ggiraph,rstudioconnect,Rgraphviz,fastDummies,ggplotly,SimDesign,rcorr,rpart,brms,dist,xts,shinytest,roc,plotrix,,bayesm,helpers,sympy,knitr,fligner,stringr,stats,lme4,rstudioapi,plot,corrplot,lme4,shinytest,shinytest2,plot3D,fuzzyjoin,SparseM,shiny,ggforce,IBrokers,nlme,pander,survminer,gamlss.dist,stringi,tidymodels,tseries,pracma,mosaic,vegan3d,animation,echarts4r,mcmcplots,parsnip,ggpmisc,dynamicTreeCut,corpustools,gt
SentenceAnalyser,esquisse.engineering,doSNOW,textplot,gsEasy,LaplacesDemon,plotly,gsub,Hmisc,itree,sentimentr,MatrixModels,momentuHMM,plot,stan,distcomp,timeDate,shinytest2,lmtest,gapminder,,bayesplot,rptR,rjags,bookdown,lawstat,bbmle,d3Network,tree,d3Network,roxygen2,ggplot2,ggmap,shinymaterial,rpanel,bigstatsr,devtools,NLP,semantic,ggraph,tidyquant,glmmTMB,vtable,Amelia,rPCA,docstring,fpp3,maptools,Rmpfr,lava,ncf,plot3D,threejs,MCMCvis,tidymodels,ggrepel,TSclust,koRpus,reactable
LinguisticPredictor,esquisse.architecture,snowfall,finalfit,fgseaR,SimDesign,ggvis,nms,ptw,quantmod,fastDummies,lmtest,multcompView,opencpu,rstan,dists,timeSeries,tsibble,causalGraphs,MapReduce,,MCMCpack,lars,memoise,xaringan,mclust,tseries,plot3D,modEvA,visNetwork,summarytools,tesseract,brms,gsubfn,d3heatmap,HRQoL,rpart,lda,DT,tidygraph,quantstrat,multcomp,spatialEco,MTS,maxLik,ggvis,caret,rgeos,Ryacas,fs,sp,scatterplot3d,networkD3,shinystan,keras,ggtext,timeSeries,Hunspell,stargazer
semanticToolkit,esquisse.inclusive,clusterSim,lavaan,gsVaR,simsem,geomorph,clustertoolkit,rcpparmadillo,caretEnsemble,pycaret,ExPanDaR,igraph,Stat2Data,greta,dm,forecast,tsibbledata,fable,plotROC,,nnet,apply,bayesm,flexdashboard,clusterR,H2O,directlabels,AnomalyDetection,survival,nlme,textFeatures,geoR,visNetwork,sjmisc,seewave,plot,doc2vec,tufte,visNetwork,blotter,MuMIn,geoRglm,tseries,lavaan.survey,gridExtra,quantmod,statmod,sympy,estimability,raster,latticeExtra,visNetwork,shinyMeta,tensorflow,ggExtra,fBasics,qdap,texreg
syntaxToolbox,esquisse.bibliographic,gridExtra,Rcpp,annotables,simstudy,ggraph,scclust,CompQuadForm,randomForestSRC,formattable,seriation,terra,stepR,JAGS,DNAcopy,prophet,plot3D,tweedie,plot3D,,glmnet,cluster,HMM,leaflet,tibble,spatstat,monmlog,rsq,leaflet,vif,tm,corrr,visdat,fpc,rstudioapi,geomorph,tidyr,rgl,plotly,portfolio,performance,binom,cluster,logitr,rpart,ggbiplot,brms,numDeriv,here,gstat,TeachingDemos,DiagrammeR,flexdashboard,torch,gganimate,quantmod,tidyLPA,apsrtable
CorpusCluster,esquisse.digitalization,lavaan,textstem,AnnotationDbi,fake,rgl,plsdof,logr,caretStack,ggiraph,plotly,gtools,shinytest,nimble,dnapath,tsibble,gamlss,MCMCglmm,Rtsne,,multcomp,stats,fitdistrplus,leaflet,FNN,crosstalk,spline,remotes,superml,knitr,plugin,infer,Rcpp,projpred,BAMMtools,ggplot,data,randomForest,highcharter,PortfolioAnalytics,insight,penalized,caTools,gamlss.data,xtable,RCurl,geoR,matrixcalc,ggfortify,spatstat,ggstance,DiagrammeRsvg,shinywidgets,pytorch,transformr,rugarch,latentnet,tables
WordSentimentMapper,esquisse.iterative,semPlot,wordnet,BiomarkerR,lavaanPlot,diagram,ntm,cowplot,addGroupLabels,ggstatsplot,gridExtra,maps,bigstatsr,INLA,dnasy,fable,broom,circlize,ggbeeswarm,,lme4,openxlsx,dqrng,extras,stringr,ggplot2,gmodels,rlist,subselect,gt,gsubfn,factoextra,leaflet,xtable,Rcpp,highcharter,table,jtools,leaflet,AssetCorr,ggeffects,Hmisc,pROC,lintr,fdm,glmnet,multcomp,matlib,ggeffects,maptools,gridBase,kableExtra,shinythemes,mxnet,tweenr,forecast,ergm,openxlsx
languageAnalysisR,esquisse.incremental,semTools,stargazer,biomarkers,lavaSearch2,viridis,kernlab,GraphOnR,ggcorrplot,survminer,heatmap3,tree,randomForest,TMB,dnive,fpp3,TTR,coda,keras,,nlme,bookdown,iRF,timevis,rpart,aod,caretEnsemble,corrr,factoextra,AICcmodavg,dendextend,rgl,shinyjs,ggjoy,flowCore,dplyr,AER,d3heatmap,ggExtra,copula,modelsummary,ggsignif,fpp3,caper,vcd,Rfast,boot,MatrixModels,VGAM,maps,ggalluvial,gt,shinydashboard,lightgbm,ggalluvial,tseries,amen,readxl
linguisticInsights,esquisse.structural,psych,encryptr,MLmetrics,semPower,ggforce,prototyping,feather,ggtext,psychTestR,exploreR,vcd,stine,NIMBLE,docxtractr,TTR,kernlab,glmnet,mixOmics,,car,rmdfiles,simPH,htmlwidgets,ecodist,timereg,tuneR,mgcv,Metrics,irr,visualize,igraph,BART,pieR,pracma,plotly,gtools,classInt,scatterplot3d,ESGtoolkit,parameters,plyr,tbats,mcglm,rms,mrtest,spatstat,SparseM,plm,rgdal,ggnewscale,flextable,shinyjs,xgboost,ggthemes,xts,rsiena,writexl
SyntaxAnalyzerTools,esquisse.functional,Rtsne,ggraph,yardstick,micRop,gganimate,sent2vec,dataMaid,H2O,mclust,agricolae,hmm,timma,OpenBUGS,docopt,quantmod,car,mtcars,gmodels,,psych,postcards,dlookr,htmltools,Rtsne,quantmod,nscs,covr,MLmetrics,car,ggrepel,vcfR,DiagrammeR,tm4r,compositions,treemapify,spatstat,tidyr,plotrix,GEVcdn,estimatr,tidyverse,tsbox,purrr,corrplot,eulerr,ggpubr,slam,dynlm,rgeos,ggeffects,formattable,leaflet,CatBoost,gridExtra,zoo,sna,gdata
wordCorrelationR,esquisse.analytical,caret,Rgraphviz,performance,mice,ggplot2,cleantext,boot,bigstatsr,smacof,psycho,gsubfn,rjdqa,BayesX,dodgr,PerformanceAnalytics,ggbeeswarm,docopt,dtw,,lavaan,tmaptools,ptah,tidyselect,lmtest,dynamicTreeCut,picante,lavaanPlot,binomial,abind,knitr,neuralnet,shinytest,ggmap,h2o,httr,tidyverse,tmaptools,ggthemes,riskParityPortfolio,inferference,xts,plm,bootnet,rstatix,auto-regression,survivalROC,Matrix,rstan,sf,ggupset,stargazer,gganimate,h2o,gridBase,vars,statnet,gtools
textProcessingHelper,esquisse.hypothetical,randomForest,cluster.stats,modelr,missForest,ggalt,textcleanse,effects,LDA,tree,rcrossref,formattable,detrendr,rjags,doex,portfolio,multcomp,testthat,boot,,semPlot,Rbb,glm,broom,quantreg,diveRsity,lsmeans,mclust,MASS,faraway,data,gdata,ggrepel,shinytest,lavaan,ggplot2,effsize,mclust,ggrepel,FRAPO,mediation,tseries,xtable,gbm,tidyr,abind,tmap,utils,RcppArmadillo,stars,ggstatsplot,texreg,ggalluvial,gbm,gridGraphics,urca,common,foreign
corporaParser,esquisse.speculative,FSelector,tm.plugin,broom,missMDA,plotrix,lexicon,maptools,clusterSim,spdep,rfile,KernSmooth,quadprog,BayesianTools,doMC,blotter,sjPlot,boot,ggbiplot,,sem,mclust,raster,ggthemes,fuzzySim,qcc,reldist,summarytools,plotROC,qgraph,tree,fuzzy,timeDate,openNLP,psych,ggsurv,tesseract,rgl,directlabels,demography,causalImpact,BAS,ggplot2,MAP,roxygen2,geosphere,data.table,tensorA,deldir,geosphere,GGally,apaTables,sf,ranger,ggpubr,fGarch,NetCluster,haven
semanticWebAnalysis,esquisse.ongoing,vcd,Rtsne,insight,Amelia,sankey,hardhat,ffbase,pls,igraph,ridit,clusterpower,RODBC,MCMCpack,dopt,rugarch,sjmisc,rstudioapi,rpart,,rms,pnad,xpose,ggExtra,sensitivity,MCMCpack,splines,hrbrthemes,pROC,textreg,vcdExtra,gmodels,rgl,ggrepel,lmtest,tidytext,textstat,clue,Hmisc,forecastHybrid,MatchIt,bayesplot,strucchange,KernSmooth,dplyr,rsample,Rcpp,rTensor,ggforce,tmap,Rmisc,tableone,spdep,randomForestSRC,cowplot,lmtest,igraphdata,havenLabelled
TidyLinguistics,esquisse.dynamic,testthat,vcd,parameters,imputeTS,pheatmap,metric,gtsummary,xgboost,data,eqs,ggrepel,pROC,bayesplot,doseResponse,rmgarch,sjlabelled,panelr,Pivottabler,,boot,latex2exp,lavaan,ggforce,grpreg,boot,shinyjs,janitor,rpart,textmodel,tm,rdd,networkD3,plotlyjs,ggmosaic,visreg,Rtsne,shinyjs,latticeExtra,vars,CEM,coda,mclust,cvms,gtrendsR,rstudioapi,readr,TensorFlowOnSpark,drake,leaflet,DescTools,MatchIt,spatstat,bigrf,viridis,tseriesChaos,visone,labelled
CorpusDataTools,esquisse.advancedtools,highcharter,ineq,effectsize,Hmisc.impute,ggtern,plm,panelr,knitr,table,correlationfunnel,tsibble,tseries,posterior,doseTools,fGarch,qgraph,cfa,matchIt,,survival,timeSeries,Rtsne,ggpmisc,cvms,glmmTMB,numericalDerivatives,farsr,plot,rmarkdown,textshape,gsl,ggridges,shinyjs,ComplexHeatmap,manhattan,ggplot2,visdat,ggplot2Extensions,MARSS,twang,R2jags,panelvar,coxnet,autoformat,tidytext,nltk,tensorr,renv,osmdata,Metrics,optmatch,raster,BigQuery,RColorBrewer,Rssa,NetworkComparisonTest,sjlabelled
TextEncoder,esquisse.optimizations,googleVis,semPlot,jtools,softImpute,goftest,rmeta,circlize,xlsx,flexclust,ggthemes,statnet,tsibble,loo,dosearch,quantreg,rmarkdown,forecats,resample,,coxme,metricsgraphics,socialmixr,ggplot2,pcalg,MASS,multcompView,Rtools,rsample,devtools,textstem,spsurv,gstat,ggplotAPI,tikzDevice,sparseMatrixStats,termco,vcd,shinyjs,mgcv,ebal,latticeExtra,rms,multcompView,timeDate,dplyr,stringdist,TensorFlowLite,logger,geofacet,yardstick,cobalt,maptools,sparklyr,scales,stlplus,ndtv,Hmisc
SyntaxTextTools,esquisse.tuning,RgoogleMaps,mclust,apaTables,fancyimpute,ggcorrplot,wordr,rticles,ks,htmlwidgets,xlsx,fitdistr,data,coda,dplyr,plm,swirl,dplyr,sampSize,,gtsummary,surveys,crossval,gridExtra,igraph,httr,predictr,BART,flightr,ape,scrattch,MASS,comprehenr,highcharter,rpart,shinytest,spacyr,ggpmisc,crosstalk,vglm,cemMatch,spatstat,naniar,gld,forecast,tufte,nnet,kerasR,rvesthtml,climtrends,DMwR,synthpop,maps,bigrquery,sf,prophet,tweenr,rms
